Label,Area_px,Diameter_um,SurfArea_um2
NC,147594,52.24280030611725,8574.38082287194
NC,6360,10.844777702515705,369.4802094493377
NC,4780,9.401692544105831,277.69110081255263
NC,3212,7.706902498942036,186.5991246464265
NC,91580,41.15213920505318,5320.282638580245
NC,229012,65.07605479508857,13304.308447549009
NC,153456,53.27016392606765,8914.930034788924
NC,45818,29.107852152697248,2661.767961721659
NC,23236,20.728734084852675,1349.8808406862913
NC,5740,10.30262856193203,333.46169846528267
NC,9852,13.497529893192553,572.3457584111438
NC,86288,39.945448147978645,5012.847219019568
NC,16636,17.53947348684505,966.4579818237706
NC,18135,18.31263656212401,1053.5414462836065
NC,9152,13.009185371748387,531.6796976226948
NC,97592,42.481437640512254,5669.546006380467
NC,55380,32.00137007000331,3217.2663520918736
NC,35288,25.544983046247854,2050.034218718275
NC,33340,24.82989563577263,1936.8663809812765
NC,49477,30.247798811389206,2874.3352709001383
NC,32836,24.641504472595788,1907.586817213593
NC,25177,21.577150280295392,1462.6420178154049
NC,67368,35.29546627529441,3913.701690280342
NC,11796,14.769285247258674,685.2812186579225
NC,27768,22.66023433686621,1613.1645371052216
NC,43938,28.5044219777464,2552.550541318396
NC,16220,17.318789009036845,942.290722840921
NC,9500,13.254211579752212,551.8965392718095
NC,69494,35.84806772302799,4037.2103263321183
NC,76452,37.59988546172818,4441.430970569304
NC,23236,20.728734084852675,1349.8808406862913
NC,10212,13.741922643478333,593.2597325309177
NC,47512,29.64106150531014,2760.1798288297064
NC,57940,32.73266319647625,3365.9879458324885
NC,20612,19.523252145697192,1197.4412071021618
NC,46567,29.34480490252192,2705.2806467653004
NC,50249,30.482866778892955,2919.184126512542
NC,7548,11.814301291174374,438.49632404459135
NC,26596,22.176870402062637,1545.0779324708465
NC,12016,14.906375468248,698.0619806200065
NC,9480,13.240252427296092,550.7346518207108
NC,17200,17.83431034812099,999.2232079447496
NC,13692,15.912028267401888,795.4281490220649
NC,10212,13.741922643478333,593.2597325309177
NC,92397,41.33529407017382,5367.74574095762
NC,35284,25.54353520522613,2049.801841228055
NC,18030,18.25954535248,1047.4415371653395
NC,8172,12.292954534323801,474.7472125188659
NC,5020,9.63482775360856,291.63375022573507
NC,21108,19.75675613176276,1226.256015889406
NC,3212,7.706902498942036,186.5991246464265
NC,3016,7.468059423805288,175.21262762566076
NC,2264,6.4703877545589945,131.52565946435544
NC,30788,23.860681042494175,1788.609542221102
NC,6944,11.331749162272096,403.4073230214152
NC,3620,8.181753325508968,210.30162864883678
NC,18030,18.25954535248,1047.4415371653395
NC,12864,15.42339964867182,747.326008546585
NC,4048,8.651917076178707,235.16602010234575
NC,8172,12.292954534323801,474.7472125188659
NC,7548,11.814301291174374,438.49632404459135
NC,6636,11.077589947139408,385.5142562744977
NC,16292,17.357185188960756,946.4735176648759
NC,7232,11.56435207238292,420.1385023172344
NC,18148,18.31919905527934,1054.296673126821
NC,9820,13.475591593615416,570.4867384893861
NC,27334,22.48245285793789,1587.951579416383
NC,8172,12.292954534323801,474.7472125188659
NC,8492,12.531327758064306,493.3374117364428
NC,3856,8.444240793275863,224.01190057179963
NC,6084,10.60685664073007,353.44616262417776
NC,1768,5.717856170705213,102.71085067711151
NC,28360,22.900512919283926,1647.5564056577387
NC,1008,4.317400748228576,58.55912753536674
NC,1664,5.547135280919368,96.66903593139902
NC,4284,8.90054965653357,248.8762920253087
NC,7220,11.554753770489295,419.4413698465752
NC,1264,4.8346566143283995,73.43128690942812
NC,4048,8.651917076178707,235.16602010234575
NC,4492,9.114061823167669,260.95992151673346
NC,6092,10.613827957053319,353.9109176046172
NC,1804,5.775776282115094,104.80224808908883
NC,1020,4.343023529546576,59.25626000602586
NC,1528,5.315618124081247,88.76820126392892
NC,6944,11.331749162272096,403.4073230214152
NC,9152,13.009185371748387,531.6796976226948
NC,3356,7.877765928033491,194.96471429433603
NC,1940,5.989532990542972,112.703082756559
NC,2644,6.992344576633827,153.60152103522782
NC,31580,24.16563208772773,1834.6202852846047
NC,2292,6.510276035744687,133.1523018958934
NC,1528,5.315618124081247,88.76820126392892
NC,3412,7.943220301072766,198.21799915741198
NC,7548,11.814301291174374,438.49632404459135
NC,5544,10.12520225548239,322.07520144451706
NC,3816,8.400328687032973,221.68812566960264
NC,2812,7.211070716741581,163.3613756244556
NC,2452,6.733677758857486,142.44740150468175
NC,1796,5.7629554532476,104.33749310864947
NC,3228,7.726073927814374,187.52863460730532
NC,1664,5.547135280919368,96.66903593139902
NC,1380,5.051631231583631,80.1702341257997
NC,2264,6.4703877545589945,131.52565946435544
NC,10082,13.654174315361528,585.7074640987773
NC,34664,25.318118860783922,2013.7833302440001
NC,6866,11.267926253468998,398.8759619621308
NC,2116,6.255325711199785,122.92769232622621
NC,2292,6.510276035744687,133.1523018958934
NC,5020,9.63482775360856,291.63375022573507
NC,85282,39.71191083980066,4954.40428022931
NC,8816,12.768147384392824,512.1599884442392
NC,7188,11.529119232488165,417.58234992481744
NC,1664,5.547135280919368,96.66903593139902
NC,2472,6.761083968007611,143.60928895578033
NC,22420,20.361506183432915,1302.4758326814704
NC,18624,18.557889219146265,1081.949594462966
NC,3856,8.444240793275863,224.01190057179963
NC,5020,9.63482775360856,291.63375022573507
NC,12864,15.42339964867182,747.326008546585
NC,2472,6.761083968007611,143.60928895578033
NC,3596,8.154586388327493,208.90736370751864
NC,32648,24.570861690367582,1896.6650751732666
NC,4304,8.921301724005156,250.03817947640712
NC,2644,6.992344576633827,153.60152103522782
NC,14100,16.147364643615216,819.1306530244749
