a_um,b_um,field,V_um3,R_um,D_um,Ss_um2,Sps_um2,sigma_
19.32,10.16,H1,8353.782183392987,12.587268975135327,25.174537950270654,1991.0074695062683,2123.3320894881717,0.06646113689102195
22.11,11.55,H1,12354.959335850705,14.341158543326197,28.682317086652393,2584.510721053329,2759.6850594631755,0.06777853037438897
17.13,10.96,H1,8619.202428465796,12.719191040677874,25.438382081355748,2032.9600524672428,2100.169771892566,0.033060029558257265
20.92,13.94,H1,17028.478173636297,15.959859945211843,31.919719890423686,3200.8698507554973,3288.8578197881943,0.02748876809593792
13.94,9.16,H1,4899.3935983697465,10.536213775436606,21.07242755087321,1395.0154304362684,1435.9596912400784,0.0293503999385909
27.29,15.56,H1,27676.510347466814,18.7646689536661,37.5293379073322,4424.779954680666,4652.262642203128,0.05141107351153673
27.69,17.53,H1,35643.09410562615,20.415605386774438,40.831210773548875,5237.624860546578,5418.786941414042,0.034588594198890155
26.3,13.35,H1,19633.91421776787,16.735528303763225,33.47105660752645,3519.562787871996,3778.560187053274,0.07358794679661718
17.13,10.21,H1,7479.928671223422,12.132108408842294,24.264216817684588,1849.619642148547,1930.83476303911,0.04390909300477697
18.92,13.74,H1,14961.778011664284,15.286152895158459,30.572305790316918,2936.3394663682343,2987.1405572454423,0.017300823511404273
19.93,11.16,H1,10397.38910933183,13.539788983807279,27.079577967614558,2303.741023238938,2429.5768571055332,0.0546223870640099
21.73,11.16,H1,11336.44081012447,13.935718717891097,27.871437435782195,2440.4426580963636,2614.191139770905,0.0711954780408861
16.54,10.16,H1,7151.736920979296,11.952010711884531,23.904021423769063,1795.1130801450674,1865.342568169926,0.03912259834861387
15.14,8.37,H1,4442.8883593751725,10.198248661250275,20.39649732250055,1306.9562746366155,1381.3867395585112,0.056949468292342154
13.58,7.77,H1,3434.2382170587657,9.359384068060514,18.718768136121028,1100.7898143997481,1156.7114707609016,0.050801393353777646
20.33,13.35,H1,15177.090344000788,15.35913072117064,30.71826144234128,2964.4432265455744,3051.717679535998,0.02944041977559575
20.64,12.53,H1,13573.768693773047,14.798031415788973,29.596062831577946,2751.8056244880604,2864.5287858339902,0.04096334433755677
16.47,8.74,H1,5269.9327567584105,10.795402055114474,21.590804110228948,1464.4936973686044,1559.2316001949832,0.06468986721936965
14.09,6.94,H1,2842.6182721331497,8.787728781257169,17.575457562514337,970.4276302413896,1047.9749207325985,0.07991043131358433
10.12,5.56,H1,1310.4447189318075,6.788544958596066,13.577089917192133,579.1129293203438,612.7583674904936,0.058098233464821014
15.08,8.14,H1,4185.417256872211,9.997315172568008,19.994630345136017,1255.9623812871455,1333.0937330982472,0.06141215131941724
17.07,11.51,H1,9472.678062719704,13.1258687149267,26.2517374298534,2165.040257932962,2221.237026962067,0.025956454538521134
14.68,8.33,H1,4266.823395328448,10.061715180125793,20.123430360251586,1272.1956402889653,1338.675892364965,0.05225631182079793
15.67,7.74,H1,3932.235567692333,9.791524297464214,19.583048594928428,1204.7875636822023,1300.338098382513,0.07930903138498446
26.39,12.1,H1,16184.479622766446,15.69170170146538,31.38340340293076,3094.2111819373367,3390.862933401999,0.09587314311201078
14.29,8.13,H1,3956.4158157275956,9.81155343291874,19.62310686583748,1209.7215316955082,1272.3779818833702,0.051794110087504786
15.69,8.73,H1,5008.873230784343,10.614115527759482,21.228231055518965,1415.7203822639162,1494.6821048503614,0.0557749422666185
11.11,7.34,H1,2507.233535538155,8.427564005774434,16.855128011548867,892.5118339606452,918.0581400540544,0.02862293262829252
16.67,9.72,H1,6597.155775386457,11.634722870959894,23.26944574191979,1701.0690796562578,1781.9651249077494,0.04755600240987201
13.7,7.34,H1,3091.7281221307585,9.037276341609811,18.074552683219622,1026.3251908860054,1090.8195827615993,0.0628401138823429
17.86,11.11,H1,9234.176721850787,13.014770796639954,26.02954159327991,2128.5453734386433,2207.7199450144426,0.037196562762434215
17.46,9.52,H1,6628.370036806734,11.653043796890842,23.306087593781683,1706.4305650104707,1807.9875523506416,0.05951428052365415
23.02,14.09,H1,19143.26074627472,16.594943132346458,33.189886264692916,3460.6796649325893,3597.988997817012,0.03967698434379585
18.06,11.11,H1,9337.582956138029,13.06317128221503,26.12634256443006,2144.406458679163,2227.814826606637,0.03889578283533468
16.07,10.12,H1,6893.90843927364,11.806621315018537,23.613242630037075,1751.7056544799023,1813.6528657744896,0.035363938648117266
19.86,13.9,H1,16073.018847570222,15.655596334078174,31.311192668156348,3079.988491894765,3145.901354256999,0.02140035994799616
14.29,7.34,H1,3224.875537609382,9.165189513750791,18.330379027501582,1055.5839132745734,1130.707418747934,0.07116772482854228
16.07,7.74,H1,4032.6117149212373,9.874139670174829,19.748279340349658,1225.2039720792714,1329.0544864176254,0.08476181656684578
15.28,8.73,H1,4877.9848926950135,10.520844795222837,21.041689590445674,1390.9486322552561,1461.9630041291337,0.05105463295128043
19.25,10.52,H1,8923.82043398599,12.867299344562564,25.73459868912513,2080.581214835185,2203.516638637231,0.059087058426500416
18.45,11.51,H1,10238.48331910829,13.470457290408035,26.94091458081607,2280.2084068219824,2364.0387954141106,0.03676435379385601
23.613,13.3995,H2,17758.936833671174,16.18487878208466,32.36975756416932,3291.76456730628,3463.755316396748,0.05224880017200384
20.4035,12.5995,H2,13567.502284574306,14.79575386620537,29.59150773241074,2750.958634604657,2856.3514295941563,0.03831129761958252
17.604,8.7995,H2,5709.73510768875,11.087725113342634,22.175450226685268,1544.8800496012905,1663.508179707056,0.07678792287879022
21.603,17.1995,H2,26769.133816601232,18.55731913432126,37.11463826864252,4327.532488314937,4366.096309130395,0.008911272398205439
13.4055,6.6,H2,2446.017148051898,8.35840920793218,16.71681841586436,877.9244066193642,948.1608211764027,0.08000280437298568
9.808,6.0,H2,1479.0115558276168,7.067963845570531,14.135927691141061,627.7670294343008,652.7277812123301,0.03976117031906279
11.1995,8.2095,H2,3161.699989504596,9.104945477749627,18.209890955499255,1041.7525279742933,1058.764322110976,0.016329976342618124
17.604,10.1995,H2,7671.1015819914655,12.234598116323397,24.469196232646794,1881.0020997150725,1972.48915550205,0.048637402265970575
13.8055,7.4105,H2,3175.6729722122873,9.118338724623001,18.236677449246002,1044.8195887821391,1110.0980480945555,0.06247821156234834
15.3995,10.2075,H2,6721.001721345351,11.707076756380035,23.41415351276007,1722.292044685516,1770.8332492099246,0.028184072889491985
11.1995,7.4,H2,2568.9206090021444,8.496121044418942,16.992242088837884,907.0918112765075,933.0411761934479,0.02860720887825341
18.404,11.207,H2,9682.323250918906,13.221995027201643,26.443990054403287,2196.867393536172,2285.794490141322,0.040479046148529374
15.8045,7.8,H2,4027.71354471769,9.870140209819514,19.740280419639028,1224.211650218697,1321.517935607721,0.07948485490367685
21.403,5.632,H2,2843.7312666647176,8.78887554302322,17.57775108604644,970.6809202419955,1223.416565223757,0.2603694372799181
26.799,16.2045,H2,29476.673318765417,19.162990589786066,38.32598117957213,4614.625235135776,4806.55876988615,0.04159244249977023
20.7995,14.3995,H2,18064.931898511626,16.277307693780756,32.55461538756151,3329.4692657460578,3405.019656583326,0.022691421607202944
16.1995,9.808,H2,6527.563928559943,11.593667516671433,23.187335033342865,1689.085162871917,1758.9913176799969,0.041386992405533896
18.004,8.3995,H2,5320.647440473928,10.829921060158687,21.659842120317375,1473.874299983854,1609.3026906144755,0.09188598419288896
16.5995,6.4125,H2,2859.1594262862855,8.804741047514097,17.609482095028195,974.1885914158249,1109.7558436645093,0.13915914581966038
23.6405,16.1995,H2,25986.54170704608,18.374687399433828,36.749374798867656,4242.772866086437,4344.325523187619,0.02393544512196688
19.9995,12.406,H2,12893.514147425167,14.546579917651037,29.093159835302075,2659.081561524983,2759.1212220777343,0.03762188493961749
16.5995,9.2085,H2,5896.05329988042,11.207040219471029,22.414080438942058,1578.3078808720593,1667.1972412302755,0.0563194047470017
21.803,12.5995,H2,14498.113182080211,15.126587323554515,30.25317464710903,2875.357052843834,3016.4882982152617,0.049083033090392636
21.5995,13.9995,H2,17731.98507132614,16.17668700296323,32.35337400592646,3288.433237549445,3391.1485142875554,0.031235323729623454
17.9995,9.608,H2,6960.092946274793,11.844283937917382,23.688567875834764,1762.8992135168126,1874.9321540808403,0.06355039454611422
17.1995,10.2075,H2,7506.598857513515,12.146510586572598,24.293021173145195,1854.0136619512043,1936.7242341733418,0.04461163038846805
13.4055,6.8115,H2,2605.296453022105,8.536034852436856,17.072069704873712,915.6346587356123,982.825775449277,0.07338201549343704
13.4055,6.8,H2,2596.506724653805,8.526424434396416,17.052848868792832,913.5740583752481,980.9320496979215,0.07373019264849368
16.9995,9.1995,H2,6026.334090543817,11.288984197385762,22.577968394771524,1601.472900973506,1699.050105167286,0.060929663021125346
13.7995,7.4105,H2,3174.2927949037307,9.117017561316267,18.234035122632534,1044.5168412438952,1109.689482003528,0.062395011919597065
19.5995,11.007,H2,9946.528572492782,13.341181986709422,26.682363973418845,2236.6523256488617,2357.6507313350658,0.05409799471229926
22.1995,12.9995,H2,15713.940303166572,15.538132834330083,31.076265668660167,3033.9437442151448,3176.0449406307976,0.04683712303057663
16.1995,9.5995,H2,6252.985842389429,11.428773138073128,22.857546276146255,1641.3798139605917,1715.0124382852982,0.04486019853444745
26.399,14.7995,H2,24219.778743373045,17.948459828487046,35.89691965697409,4048.221235941216,4268.501455417265,0.05441407636527895
19.8035,13.024,H2,14070.817722477464,14.976496957204423,29.952993914408847,2818.579891416205,2900.9820480528106,0.029235345390618672
16.1995,9.2345,H2,5786.513767518757,11.13720278062702,22.27440556125404,1558.6985030705287,1638.8921694312908,0.05144912002082891
20.803,10.1995,H2,9065.094649521045,12.934845467012886,25.869690934025773,2102.482323265318,2272.564086351049,0.08089569229841653
10.7995,4.6,H2,957.2115305190574,6.113732565928966,12.227465131857931,469.70235622677006,523.0694212035307,0.11361889986133122
11.9995,6.0,H2,1809.4819702440345,7.5594213044901375,15.118842608980275,718.1033695671543,773.1959102379494,0.07671951282445977
12.9995,6.013,H2,1968.7821598441426,7.775046922531926,15.550093845063852,759.6541266414683,830.9431780790168,0.0938440915903751
22.1565,12.2595,H2,13948.749738491782,14.933062784564346,29.86612556912869,2802.254957283778,2961.4014939974363,0.05679231159891285
16.6195,11.4625,H2,9146.71738538071,12.973551606983738,25.947103213967477,2115.084056194059,2164.0363794416803,0.023144386675443718
12.852,9.091,H2,4449.207306110113,10.203081227948855,20.40616245589771,1308.1952030106133,1334.5951646159424,0.020180445200053798
17.3915,8.6955,H2,5508.264282932551,10.955748481775503,21.911496963551006,1508.3216702433474,1624.0616770031347,0.07673429948209542
11.074,6.917,H2,2219.364729292243,8.091828882230544,16.18365776446109,822.8169780626152,852.9154455005502,0.036579784132315885
16.996,8.1245,H2,4699.25073204184,10.390744583223512,20.781489166447024,1356.760536572826,1474.0179501988116,0.08642454616359774
20.162,12.4505,H2,13091.692771095824,14.620730273400698,29.241460546801395,2686.2596859980436,2789.1694779288405,0.03830969599372969
22.9665,16.408,H2,25899.699162494366,18.354196210085803,36.708392420171606,4233.315182976341,4314.031580555623,0.019066947319176908
28.854,16.408,H2,32539.129585901752,19.804890279561523,39.609780559123045,4928.953777565005,5184.6611507626985,0.05187863078805699
11.067,6.917,H2,2217.9618438754965,8.090123544164822,16.180247088329644,822.4702002759586,852.4780999598688,0.03648509049184012
10.079,6.324,H2,1688.456113994768,7.3869822574996835,14.773964514999367,685.7155148628729,710.3368231031284,0.035906010155215995
14.229,8.3005,H2,4106.496873264766,9.934079450502866,19.86815890100573,1240.124027714584,1299.0032178230904,0.04747846892138252
15.02,10.8765,H2,7442.808935227607,12.11200627097327,24.22401254194654,1843.495314165536,1875.9496104053987,0.01760476199233163
18.182,11.0955,H2,9376.138593416961,13.081126223578373,26.162252447156746,2150.3053559371797,2236.6274837579936,0.04014412538315604
18.3795,11.074,H2,9441.29005506533,13.111355017145153,26.222710034290305,2160.25499486194,2251.3320195128754,0.04216031203147663
14.229,6.917,H2,2851.6652278399247,8.797041557093424,17.594083114186848,972.4855370975848,1052.950422908538,0.08274147300031154
23.926,18.779,H2,35343.01797502329,20.358151444474515,40.71630288894903,5208.186716473591,5260.4759258580625,0.010039810826881324
31.0275,21.5415,H2,60309.71499075004,24.32761619857675,48.6552323971535,7437.191687644061,7603.42615304209,0.02235177905582364
27.4815,15.2175,H2,26657.269578844123,18.531433615917265,37.06286723183453,4315.46799853854,4559.950188236368,0.05665253218900568
7.905,5.9815,H2,1184.7062993741324,6.564082479881568,13.128164959763136,541.4494575617399,548.6111480397152,0.013226886421173756
16.013,7.3125,H2,3586.6836341859675,9.49587131593615,18.9917426318723,1133.1293932448493,1242.8287178342982,0.09681094254850464
11.4625,6.324,H2,1920.2230585043183,7.710591414508683,15.421182829017367,747.1111962531631,789.9393464949301,0.057325001226797845
11.4695,6.3365,H2,1928.9988709324432,7.72231989244713,15.44463978489426,749.3857666343687,792.1562642734717,0.05707407258506292
11.8645,7.3125,H2,2657.478797089828,8.592648892531185,17.18529778506237,927.8205697662337,963.6392358276325,0.038605164865469055
12.253,8.3005,H2,3536.222235442629,9.451128045638173,18.902256091276346,1122.4762435870216,1150.9485501594388,0.02536562064015735
14.6245,8.3005,H2,4220.638380986757,10.025280011602007,20.050560023204014,1262.998652237837,1328.9447765088942,0.05221393083374304
13.642,7.323,H2,3064.3948427690143,9.01056528870313,18.02113057740626,1020.267234491144,1084.0046824858,0.062471326962141305
14.6245,10.482,H2,6730.6645592118575,11.712684522386828,23.425369044773657,1723.9424180717883,1756.2006959872692,0.018711923076619508
15.415,6.1265,H2,2423.5780698715157,8.332771412147757,16.665542824295514,872.5469414671642,987.2868267729197,0.13149995702560546
15.02,7.7075,H2,3737.5379301909015,9.62717795835981,19.25435591671962,1164.683341169171,1247.8001464397569,0.07136429476800865
13.8395,6.917,H2,2773.6046750081264,8.716028676730382,17.432057353460763,954.6565682188345,1027.985410519568,0.07681175067757384
11.067,5.5335,H2,1419.4442759472429,6.97177312959328,13.94354625918656,610.7962420300601,657.661576260855,0.07672826223526186
20.5685,11.4625,H2,11320.091250711705,13.929016070930821,27.858032141861642,2438.095668724838,2573.381384622774,0.05548827211062335
17.7865,7.51,H2,4202.028367918926,10.010523517173892,20.021047034347784,1259.2833014307375,1405.1297796961026,0.11581705093656147
17.3915,9.322,H2,6330.585046771572,11.475855719506335,22.95171143901267,1654.9315017993001,1758.7838522554025,0.06275326220039346
14.6245,8.6955,H2,4631.895524005812,10.340861351635997,20.681722703271994,1343.7649050210925,1403.3015646077454,0.04430585987488511
13.278,6.917,H2,2661.073223364855,8.59652120042952,17.19304240085904,928.6570095000386,992.114055123291,0.06833205906389028
19.17,13.8465,H2,15395.391672756501,15.432420355296166,30.864840710592333,2992.8017741182844,3046.299365420295,0.01787542087306182
12.4505,7.7075,H2,3098.1501997231576,9.043529365669524,18.08705873133905,1027.7459411424563,1066.730544662144,0.03793214057975436
13.8565,7.3125,H2,3103.6583886278563,9.048885677551395,18.09777135510279,1028.9637307477944,1096.6398397198325,0.06577113162468295
12.846,6.917,H2,2574.4951519313845,8.502262115776912,17.004524231553823,908.4035931405066,964.6177869342876,0.061882399209187255
16.403,8.103,H2,4511.319357535949,10.250341177386787,20.500682354773573,1320.3422050443571,1425.0244908868208,0.0792842078686311
12.4505,8.338,H2,3625.76108583786,9.530233134179747,19.060466268359495,1141.344928751291,1171.973755170035,0.02683573181707133
13.6365,7.7305,H2,3413.553352779376,9.340555284632414,18.681110569264828,1096.3652316459827,1153.841996492183,0.052424833611250055
20.755,14.251,H2,17656.3946381114,16.15366749932292,32.30733499864584,3279.0809837180554,3356.7545348287654,0.02368759768251838
14.822,7.3125,H2,3319.9166193657907,9.25435572193099,18.50871144386198,1076.2229330016714,1161.8481931421957,0.07956089534508304
11.582,7.8945,H2,3023.579749949376,8.970382039093213,17.940764078186426,1011.187618355333,1036.054566028947,0.024591823735005125
13.421,9.737,H2,5329.958477064297,10.836234767157318,21.672469534314637,1475.5933010657286,1501.2749049943634,0.017404256247359307
10.1315,6.9785,H2,2066.7432302159746,7.901920175159821,15.803840350319643,784.6484845719816,802.9341916133262,0.02330432977426744
9.482,7.373,H2,2159.1212318609555,8.0179400785936,16.0358801571872,807.8588305837077,816.5946211314615,0.01081351124359431
8.4855,4.83,H2,829.2019382885281,5.828058464456628,11.656116928913256,426.83268022046394,448.9035870574778,0.0517085683917502
10.5745,6.005,H2,1597.255801818774,7.251512862963965,14.50302572592793,660.7955465306512,695.2365639184079,0.05212053496513569
9.8,7.8,H3,2497.4907613801993,8.416633706805978,16.833267413611956,890.1982128653083,898.1519950590699,0.008934844036768474
7.4,4.2,H3,546.7879181719964,5.07274969595963,10.14549939191926,323.3677695200522,340.2528151076124,0.05221622925692704
21.8,8.81,H3,7087.562795219118,11.916153896682369,23.832307793364738,1784.3583231647576,2011.1263777712572,0.12708661240434105
8.8,4.2,H3,650.2342810694012,5.374364085575791,10.748728171151582,362.9644013965628,394.4600037328869,0.08677325438841876
6.8,3.2,H3,291.67383953968596,4.114050545053177,8.228101090106353,212.6909985758932,231.81768756443608,0.08992712017249782
13.81,6.21,H3,2230.824925085723,8.10573297842028,16.21146595684056,825.647081278695,908.5669412561094,0.10043014970633068
16.2,12.01,H3,9787.902591882032,13.269880435139418,26.539760870278837,2212.808767883791,2246.420163474654,0.015189471444026825
16.33,9.68,H3,6409.520024003662,11.523355664664912,23.046711329329824,1668.6597751185636,1743.4262802576056,0.0448063207694509
11.29,6.05,H3,1730.9849842841338,7.448489852007984,14.896979704015967,697.1822551993502,740.9667891873904,0.0628021348241583
10.28,5.04,H3,1093.8122851734724,6.391724721241155,12.78344944248231,513.388326098503,554.9231676341534,0.0809033618884456
13.11,8.48,H3,3948.962462555177,9.805388345952911,19.610776691905823,1208.201752922435,1246.2802644893113,0.03151668293376586
9.88,5.44,H3,1224.7384522271416,6.637200155036127,13.274400310072254,553.5791102960078,585.5176537535189,0.05769463273358166
15.93,4.23,H3,1193.9471957856933,6.581105256514202,13.162210513028404,544.261404087353,684.2143298002565,0.2571428447100417
22.38,9.48,H3,8424.911862308856,12.622893525887818,25.245787051775636,2002.2933359210824,2232.5705971914417,0.11500675607274524
11.29,5.04,H3,1201.2782781720334,6.594547562951595,13.18909512590319,546.4870485979316,602.3158313841866,0.1021593886433163
11.69,5.44,H3,1449.108553293045,7.02000524887122,14.04001049774244,619.2766964922372,676.5369587482794,0.09246313090801084
10.0,4.12,H3,711.022004521261,5.536876168584236,11.073752337168472,385.24719510012125,432.2739418157343,0.12206901779879642
9.61,3.73,H3,560.0536868980585,5.113446115076332,10.226892230152664,328.5770540810898,373.8784474433515,0.1378714453720853
12.35,5.5,H3,1564.8796606306357,7.2021823374326015,14.404364674865203,651.835618975099,718.7997246054572,0.10273158397764126
18.23,9.62,H3,7066.842659633407,11.904530469032714,23.80906093806543,1780.8789715855826,1898.0286247698862,0.0657819285046648
15.88,5.49,H3,2004.858823742363,7.822250667468348,15.644501334936695,768.9061277773769,900.2889080069561,0.17086972711396942
21.96,9.22,H3,7819.568477250614,12.313023999481027,24.626047998962054,1905.1944861587679,2128.564751633973,0.1172427629294488
13.33,4.92,H3,1351.6024310711734,6.858883900169996,13.717767800339992,591.1759627704182,680.9407623926002,0.1518410850155656
20.79,3.73,H3,1211.6041780031878,6.613388730406672,13.226777460813343,549.6142268633967,776.0532817857763,0.41199634917503647
10.0,4.51,H3,852.0041164437567,5.880997948687489,11.761995897374979,434.6222140583667,477.9690202847118,0.09973444712267732
12.16,2.75,H3,385.20114723215653,4.513703085930776,9.027406171861552,256.0211470928356,337.12812296069194,0.31679795512534836
12.35,3.14,H3,510.05247940343196,4.956503508281108,9.913007016562217,308.71710988477565,392.92207711143516,0.2727576947649186
18.05,6.27,H3,2972.3565024735312,8.919436732548862,17.838873465097723,999.7345992578621,1169.1415259007847,0.16945189930275428
20.17,8.47,H3,6061.237872515637,11.310737054905857,22.621474109811714,1607.6506357877006,1796.0620343831229,0.11719673068340897
19.96,11.1,H3,10301.372788989354,13.497981591243308,26.995963182486616,2289.536265704853,2417.4545078676174,0.055870808459713706
16.94,10.89,H3,8415.070810755118,12.617976720937811,25.235953441875623,2000.7337935862847,2065.526864902953,0.03238465383269595
16.94,10.29,H3,7513.335198829228,12.150142883042555,24.30028576608511,1855.122677441581,1930.9390476492838,0.04086865581971222
11.1,4.25,H3,839.8262561208916,5.852843967467292,11.705687934934584,430.4708586743565,491.4247850806519,0.1415982642681184
17.74,6.65,H3,3286.135865504888,9.2228604062053,18.4457208124106,1068.9099869582494,1226.5467759083556,0.14747433448412828
22.38,15.33,H3,22030.938655643633,17.39060926093271,34.78121852186542,3800.488814121405,3891.6305239377607,0.023981575600933835
