a_um,b_um,field,V_um3,R_um,D_um,Ss_um2,Sps_um2,sigma_
16.46,6.92,H3,3301.6469305004707,9.23734873928553,18.47469747857106,1072.2709590227632,1197.6258981902874,0.11690602838089448
17.01,7.32,H3,3817.816802894777,9.695617902303624,19.39123580460725,1181.3017513781203,1312.5088593546318,0.11106993435288115
17.0,6.32,H3,2844.2756758862197,8.789436360149569,17.578872720299138,970.8048022676002,1116.23348988322,0.149802192238778
13.24,5.14,H3,1465.2199808335183,7.045925946191374,14.091851892382747,623.8583794478562,709.8356152596563,0.13781530976292067
12.85,5.93,H3,1892.7842944389643,7.673688600223183,15.347377200446367,739.9769757599677,809.8163619279518,0.0943804854147765
12.26,6.92,H3,2459.185380798042,8.373381650317791,16.746763300635582,881.0724806881489,927.9423648332438,0.05319640003792636
16.42,6.34,H3,2764.650761821504,8.706639367542929,17.413278735085857,952.6008756470546,1085.2935018569774,0.13929509157735254
8.7,2.77,H3,279.6194647520578,4.056575813313138,8.113151626626276,206.78977365667672,247.35719381482247,0.19617710992564796
12.85,6.52,H3,2288.162840511935,8.174592385228795,16.34918477045759,839.734655631233,901.60117048617,0.07367388548282738
15.12,5.53,H3,1936.8262525281086,7.732750859485026,15.465501718970051,751.411607999392,867.4566633026031,0.15443606948284594
14.63,5.04,H3,1556.6608688801462,7.189551511374205,14.37910302274841,649.5513105723364,761.2258063761483,0.17192559538585583
15.62,7.71,H3,3889.362252748793,9.755808389166905,19.51161677833381,1196.0143427174019,1291.0444128397735,0.07945562751903013
16.77,9.69,H3,6595.826542401978,11.63394140812325,23.2678828162465,1700.8405778448885,1784.3541304602268,0.049101340656604764
13.78,5.53,H3,1765.1763068675484,7.497212605667529,14.994425211335058,706.333033239511,797.4013914864406,0.12893118962489347
13.25,6.32,H3,2216.861923852495,8.088785985801083,16.177571971602166,822.1982610532417,893.6545853207082,0.08690887302039596
13.44,3.16,H3,562.1627218222175,5.1198567668263895,10.239713533652779,329.40143489835236,428.83599142893866,0.3018643697203993
24.9,17.16,H3,30713.020061071027,19.427248915992116,38.85449783198423,4742.774470108634,4852.997425295117,0.023240184807682418
24.9,6.53,H3,4447.483227657573,10.201763151570526,20.403526303141053,1307.8572286711724,1649.9692896361937,0.2615821157425715
30.61,20.0,H3,51287.54726740457,23.04841722419326,46.09683444838652,6675.627237462036,6876.7183152311,0.03012317354099525
32.25,13.06,H3,23041.178167382608,17.65246494048257,35.30492988096514,3915.8006961184283,4411.333368779293,0.12654695964277907
35.92,18.78,H3,53065.970732203314,23.311801403086967,46.623602806173935,6829.069510498178,7290.791313927909,0.06761123206022956
37.14,13.09,H3,26656.909760888506,18.531350236878264,37.06270047375653,4315.429165194878,5028.1650904020735,0.16515991757102788
31.56,11.43,H3,17271.02308354239,16.035277686676917,32.070555373353834,3231.1925158412814,3739.2987182924917,0.15725036498449496
28.16,10.61,H3,13278.592020312512,14.68997779845307,29.37995559690614,2711.765572929077,3107.8190234110307,0.1460500326560905
20.82,5.71,H3,2843.423516784538,8.788558486227275,17.57711697245455,970.6108872941527,1209.1696422864175,0.24578207200757207
32.24,11.43,H3,17643.149056191596,16.14962706982945,32.2992541396589,3277.440831278201,3813.092182630998,0.1634358570994836
21.63,4.49,H3,1826.5762680845307,7.583151520765475,15.16630304153095,722.6189255546412,976.0979173447191,0.350778235700818
21.63,7.35,H3,4894.629314467514,10.532797448324294,21.065594896648587,1394.1109202416742,1639.5396291703423,0.1760467588089205
27.35,6.58,H3,4960.183315685744,10.579611157767639,21.159222315535278,1406.5308946758216,1818.9028512630293,0.2931837175764642
24.9,9.42,H3,9255.284261887376,13.02467966591221,26.04935933182442,2131.7877673667517,2440.7195836951305,0.14491677879828568
26.53,11.43,H3,14518.385374093144,15.133634361660404,30.267268723320807,2878.0367677325535,3196.8772670679864,0.11078402573245438
25.31,9.39,H3,9347.854393318943,13.067959401188684,26.13591880237737,2145.9787499344334,2468.6978993241078,0.15038319899464736
22.45,7.8,H3,5721.29261152913,11.095201237112613,22.190402474225227,1546.9640854440302,1809.007032619699,0.1693917458338754
24.9,9.39,H3,9196.42727750461,12.99701171945499,25.99402343890998,2122.7403981806006,2432.2444373533644,0.14580399913151876
21.69,5.71,H3,2962.24092598735,8.909306970701282,17.818613941402564,997.4651010663898,1257.0199785334296,0.2602144949127039
23.67,9.42,H3,8798.09552123993,12.806585535347896,25.613171070695792,2060.9932671646156,2331.2764899109047,0.13114221528638348
22.45,5.71,H3,3066.0354443714155,9.012173013478321,18.024346026956643,1020.6313526557739,1298.8820462682772,0.2726260494432884
28.46,13.1,H3,20458.13764925495,16.9665091511879,33.9330183023758,3617.3860162311425,3960.938379800381,0.09497254703471669
26.88,11.07,H3,13797.903887484268,14.879037398707899,29.758074797415798,2782.015432399372,3121.908773840324,0.12217521782321983
17.5,7.11,H3,3705.6624729491873,9.59973143779948,19.19946287559896,1158.05191956452,1303.6109832328766,0.12569303777251495
34.79,13.83,H3,27873.23640610131,18.809024103442866,37.61804820688573,4445.722901859531,5030.065837947902,0.13143935170677312
28.46,9.09,H3,9850.34114268634,13.29803752301817,26.59607504603634,2222.20935810324,2655.9429630984987,0.1951812521235492
45.85,24.51,H3,115375.75920213493,30.200118994677542,60.400237989355084,11461.12297330371,12186.270235027938,0.06327017548047476
29.26,10.31,H3,13028.075348369466,14.597009279823787,29.194018559647574,2677.550263609903,3119.979744465742,0.16523666684014016
26.48,9.09,H3,9165.039826364524,12.982208577470795,25.96441715494159,2117.9076976785236,2484.2792126797904,0.17298747976734452
20.16,8.3,H3,5817.485665307929,11.157037792449568,22.314075584899136,1564.2554341560606,1755.490201414416,0.12225290261595267
18.58,7.11,H3,3934.3547855654797,9.793282978699262,19.586565957398523,1205.220392627122,1376.0622847423356,0.14175157768681212
32.81,13.04,H3,23369.532388232405,17.735923398546912,35.471846797093825,3952.9149731465977,4472.71717813073,0.131498453297203
31.35,14.65,H3,28183.92041653415,18.87864985044668,37.75729970089336,4478.697466153908,4888.549218050363,0.0915113724456178
35.21,31.48,H3,146158.5015044242,32.67722417292082,65.35444834584165,13418.38285262403,13447.768901285042,0.0021899843657586793
14.8,8.8,H3,4800.8227191881415,10.46507519493872,20.93015038987744,1376.2412490385123,1437.2129499357216,0.04430306164693598
13.0,7.4,H3,2981.9159709833366,8.928988506231159,17.857977012462317,1001.8769658743709,1053.6750210460575,0.05170101413248962
13.81,9.2,H3,4896.186392506388,10.533914226719068,21.067828453438135,1394.406567338655,1432.7821450401686,0.02752108215809468
16.63,7.28,H3,3691.846343266908,9.587786087412612,19.175572174825223,1155.1716870635353,1278.6269561687675,0.10687179272810732
15.21,8.8,H3,4933.818483706191,10.560833267580195,21.12166653516039,1401.542385538487,1470.0487070482945,0.04887923634466951
18.0,13.82,H3,14400.487697555598,15.092558355313768,30.185116710627536,2862.434722835209,2896.520038425758,0.011907805379326675
33.0,22.2,H3,68125.31102938853,25.33611157588467,50.67222315176934,8066.586400838788,8278.351404913732,0.026252121226014946
17.2,10.21,H3,7510.494637772496,12.148611491537965,24.29722298307593,1854.6550714056204,1937.3285421885298,0.04457619751377928
15.2,9.6,H3,5867.791360151329,11.189105051489387,22.378210102978773,1573.2602383700728,1628.2238638552847,0.03493613080958258
15.21,8.4,H3,4495.4833704843595,10.238333265509132,20.476666531018264,1317.2505486694974,1392.5177503326836,0.05713962445429277
20.4,8.8,H3,6617.350234556626,11.646582406075451,23.293164812150902,1704.5387231634604,1892.8475756134214,0.11047496304482762
26.67,20.25,H3,45810.14644195035,22.196833459970215,44.39366691994043,6191.443458531739,6271.371894267351,0.012909499419795356
13.92,8.86,H3,4577.151509390324,10.299960511363984,20.59992102272797,1333.1560361829543,1378.2267397551566,0.0338075231622903
15.81,10.21,H3,6903.541873440882,11.812118214809963,23.624236429619927,1753.3371444213776,1808.9919467992415,0.03174221372936836
20.8,8.81,H3,6762.445235805397,11.73109046603835,23.4621809320767,1729.3648673282562,1928.289202214672,0.11502739453342747
22.41,14.41,H3,19492.090875297337,16.695135161312937,33.390270322625874,3502.5935436208415,3615.9009052506376,0.032349560466745864
17.0,7.4,H3,3899.428577439747,9.76421769693968,19.52843539387936,1198.0771112862158,1327.7706127752954,0.10825138070607565
17.65,13.0,H3,12494.532862347085,14.394960299172377,28.789920598344754,2603.9390042080436,2645.190332443991,0.015841894978831705
9.8,6.01,H3,1482.7353065438683,7.073890614218191,14.147781228436383,628.820286065905,653.5804705171118,0.039375613350698835
22.87,14.43,H3,19947.452339993753,16.82414265918037,33.64828531836074,3556.9335229886005,3681.713086150179,0.03508065651357373
15.2,8.4,H3,4492.527760115861,10.236089001240497,20.472178002480995,1316.67312375989,1391.7481964923916,0.0570187629547092
13.41,7.0,H3,2752.4121556630894,8.693772793116324,17.387545586232648,949.7874701219815,1014.3034642561831,0.06792676905488748
18.03,12.2,H3,11240.975399469726,13.89649032380975,27.7929806476195,2426.722533000257,2488.629693172506,0.02551060507758618
15.8,7.8,H3,4026.5667377354234,9.869203349071324,19.738406698142647,1223.97926012366,1321.1927313589558,0.07942411640657565
11.61,6.81,H3,2255.355737162013,8.135335749278282,16.270671498556563,831.6887489353196,870.4077761944736,0.0465547084876643
16.9,9.22,H3,6017.791769833122,11.283647634943858,22.567295269887715,1599.959152711452,1695.0061099962213,0.05940586490829669
12.24,5.4,H3,1495.0562978280313,7.093430410540696,14.186860821081392,632.2989913059864,698.6840197802785,0.10498993259055611
14.4,8.0,H3,3860.389052731138,9.73152319291744,19.46304638583488,1190.0672616823372,1256.7743507732423,0.056053209124167225
26.42,16.21,H3,29079.534643552106,19.076540298988856,38.15308059797771,4573.083093860595,4752.821731632757,0.039303601986472314
17.6,11.63,H3,9971.504890155999,13.352339483485002,26.704678966970004,2240.395003996723,2304.463037537172,0.028596757904814085
17.6,8.0,H3,4718.253286671391,10.404731574811095,20.80946314962219,1360.4156684139307,1493.5928349510352,0.09789446683775105
12.0,8.0,H3,3216.990877275948,9.157713940426653,18.315427880853306,1053.8626446086832,1082.7659624614382,0.02742607682378506
18.2,7.81,H3,4650.097565025115,10.354389201566383,20.708778403132765,1347.283014334151,1497.8686902336613,0.1117698911790499
14.0,6.4,H3,2402.019855032708,8.307990562961766,16.615981125923533,867.3649194094885,951.1221011225773,0.09656510176836708
19.0,12.2,H3,11845.731147527718,14.14135703962375,28.2827140792475,2512.9973978458193,2594.7969132254725,0.032550577031943195
18.6,12.0,H3,11219.255684499869,13.887534327155253,27.775068654310505,2423.595597361458,2500.8594196038375,0.03187983272724848
21.4,13.4,H3,16095.778220268907,15.662982283339911,31.325964566679822,3082.895312482605,3194.5232185828727,0.03620878907184677
14.0,7.4,H3,3211.294122597439,9.15230515144694,18.30461030289388,1052.618133724403,1121.5220365077325,0.06545954375641605
18.0,8.4,H3,5320.098663295099,10.829548710870101,21.659097421740203,1473.772953610267,1609.0975727183231,0.09182189073055969
20.01,14.2,H3,16900.999414431488,15.919933860823008,31.839867721646016,3184.87493016967,3247.987134308144,0.019816226860472685
19.4,10.8,H3,9478.461496033922,13.128539453583622,26.257078907167244,2165.921395036819,2286.516367222663,0.05567836970546858
13.81,7.0,H3,2834.5124436769033,8.779367987397173,17.558735974794345,968.5819461306985,1040.1436653525511,0.07388297862429516
15.4,9.8,H3,6195.287733522349,11.393512262156781,22.787024524313562,1631.267231115329,1686.4647132302346,0.03383717950195453
13.01,5.6,H3,1708.9995952955367,7.416820757364692,14.833641514729385,691.2663732362204,768.0043523787251,0.11101072193523542
10.39,4.9,H3,1044.951940767812,6.295099069087731,12.590198138175461,497.98355639822046,542.5232914000176,0.08944017212925837
9.08,5.0,H3,950.8553764865106,6.100170200393062,12.200340400786123,467.62074429918823,494.5915609104054,0.05767668979621021
6.99,4.61,H3,622.2539122948747,5.296142666202817,10.592285332405634,352.4757270602452,362.6470469386306,0.028856795227340193
12.11,6.06,H3,1862.850491730016,7.633021116160003,15.266042232320006,732.1545938551678,788.2047047905123,0.07655502185708074
11.32,4.61,H3,1007.7130596821145,6.2194134122852756,12.438826824570551,486.08107849442894,546.8794307240657,0.1250786235455854
14.34,7.63,H3,3496.9291759832336,9.415991889344447,18.831983778688894,1114.1457693715238,1185.6432163646573,0.0641724350247852
11.97,5.13,H3,1319.5245960959055,6.804187825502829,13.608375651005659,581.7849080312794,646.995967046817,0.11208791791489969
7.89,3.68,H3,447.5702897827709,4.7452330532881914,9.490466106576383,282.95994196067693,308.9768406805181,0.09194551900020076
13.69,6.45,H3,2385.6761381314277,8.289104710314273,16.578209420628546,863.4259868244477,940.8407038102363,0.08965993399215177
11.32,7.64,H3,2767.717458906233,8.709857466483491,17.419714932966983,953.3051957130364,977.9361684037741,0.025837447232535782
15.66,8.03,H3,4229.718429865597,10.032464140575598,20.064928281151197,1264.8094338335472,1355.2610865087672,0.07151405599582494
16.59,9.21,H3,5894.598859290937,11.206118624757169,22.412237249514337,1578.048311821793,1666.7112124424937,0.05618516236574722
16.18,7.63,H3,3945.628596053606,9.802628206657714,19.605256413315427,1207.5216501755601,1315.5441698362865,0.08945803965090082
15.92,8.16,H3,4440.296696232409,10.19626529938369,20.39253059876738,1306.4479686991276,1399.9855376033943,0.07159685739142363
10.27,4.61,H3,914.2414419554167,6.020844785659528,12.041689571319056,455.5381218926089,501.4785679664239,0.10084874100755337
12.77,6.06,H3,1964.3766126665817,7.769243179467355,15.53848635893471,758.5204506887073,825.3056141260963,0.08804662204789682
11.58,6.05,H3,1775.447840390635,7.511726544420563,15.023453088841126,709.0704766307177,757.1128600478525,0.06775403151096793
12.78,6.32,H3,2138.226066930934,7.9919913186365426,15.983982637273085,802.6382843828168,866.0923426293381,0.07905685472667656
21.06,15.0,H3,19848.582385380312,16.796300205677614,33.59260041135523,3545.1704498597137,3613.9682260381333,0.019406055971481484
13.95,6.06,H3,2145.8930107046845,8.001532102397382,16.003064204794764,804.5557962812177,892.0512331135126,0.10874999252595341
17.37,9.74,H3,6902.498826980779,11.811523292721738,23.623046585443475,1753.1605338070399,1848.4848794242648,0.05437285620970789
19.48,13.03,H3,13853.719600738848,14.89907345558989,29.79814691117978,2789.5129805285615,2864.80515340799,0.02699115343968117
14.35,8.03,H3,3875.891409231884,9.74453224877173,19.48906449754346,1193.2511413424982,1258.5745773183867,0.05474408002861386
13.42,8.55,H3,4109.35210238723,9.936381290940949,19.872762581881897,1240.6987962912858,1282.470936220051,0.033668236040553134
13.85,10.0,H3,5801.4744336291515,11.146792698935423,22.293585397870846,1561.3839577863203,1589.3589595730666,0.017916798521747657
16.71,8.56,H3,5128.762501135078,10.6981330075896,21.3962660151792,1438.2217432228313,1541.3623525886744,0.07171398280679653
15.27,6.45,H3,2661.013486432936,8.596456873796207,17.192913747592414,928.6431115164179,1036.103578923072,0.1157177241439693
15.03,8.82,H3,4897.616328196177,10.534939606648559,21.069879213297117,1394.6780459297488,1459.5022075507327,0.04647966016971994
16.45,11.32,H3,8829.728812477133,12.821915742924025,25.64383148584805,2065.930471587279,2114.311394558108,0.02341846622440169
17.38,9.47,H3,6528.874783780317,11.594443538811113,23.188887077622226,1689.3112882715664,1790.062624562065,0.05964048011162171
15.27,8.03,H3,4124.38061456243,9.948479496283285,19.89695899256657,1243.7219022575102,1326.3867555697007,0.06646570520479167
